MS COCO Image ID,Question ID,Soru,Yapay Zeka Cevabi,Gercek Cevaplar,Durum
262148,262148000,Where is he looking?,down,down; down; at table; skateboard; down; table; down; down; down; down,Dogru
540180,540180010,What time of the day it is?,evening,afternoon; daytime; evening; dusk; dusk; dusk; 7:00 pm; morning; dusk; dusk,Dogru
540180,540180011,What color is the traffic signal currently?,green,green; green; green; green; green; green; green; green; green; green,Dogru
540180,540180012,Is there a special traffic light for taxis?,no,no; no; no; yes; no; no; no; no; no; no,Dogru
540180,540180013,Is there storm clouds in the sky?,no,no; no; no; no; no; no; no; no; no; no,Dogru
540180,540180014,Is it daytime?,no,yes; yes; no; yes; no; yes; yes; yes; yes; no,Dogru
540180,540180015,How many green lights are there?,1,1; 1; 1; 1; 1; 1; 1; 1; 1; 1,Dogru
540180,540180016,What color is the street light?,green,green; green; green; green; green; green; green; green; green; green,Dogru
540180,540180017,How many stoplights are present?,1,1; 2; 1; 1; 2; 2; 1; 1; 1; 2,Dogru
146965,146965000,Is this room decorated for comfort?,no,no; yes; no; no; no; no; no; no; yes; yes,Dogru
146965,146965001,Is there any greenery in the scene?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
146965,146965002,Is this a bedroom in a castle?,yes,no; no; no; yes; no; yes; no; no; no; no,Dogru
146965,146965003,Is the fireplace antique?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
540186,540186000,Is this bathroom clean?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
540186,540186001,"Including reflections, how many towels do you see?",6,6; 12; 6; 2; 6; 6; 6; 7; 12; 14,Dogru
540186,540186002,Where are the lights?,on wall,on wall; bathroom; above sink; over mirror; on wall; above; wall; ceiling; above sink; on wall,Dogru
409115,409115000,Where are the rest of the animal?,behind bushes,in grass; in forest; barn; hiding; behind bush; in bushes; behind bushes; behind bush; behind green bushes; behind greenery,Dogru
409115,409115001,Is this near the ocean?,yes,yes; no; no; yes; no; yes; yes; no; no; yes,Dogru
409115,409115002,Is this a chupacabra?,no,yes; no; no; no; no; no; no; yes; no; no,Dogru
409116,409116000,What kind of room is this?,hospital,hospital room; hospital; hospital room; hospital; hospital room; hospital; hospital; bedroom; hospital room; bed,Dogru
409116,409116001,How large is this living space?,small,small hospital room; small; small; small; small; fifty square feet; short; small; 10x12; small,Dogru
409116,409116002,What religious symbol is on the wall?,cross,cross; cross; cross; cross; cross; cross; cross; cross; cross; cross,Dogru
409116,409116003,What time is it in this picture?,1 : 50,3:49; 4:50; 3:55; 3:50; 3:48; 4.48; 3:48; 3:48; 3:48; 3:49,Yanlis
409116,409116004,What kind of room do you think this is?,hospital,hospital; hospital; hospital room; hospital; hospital; bedroom; hospital; hospital; morgue; hospital,Dogru
146973,146973000,Is there lots of food on this plate?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
146973,146973001,What is the primary ingredient in all of this food?,chocolate,chocolate; chocolate; chocolate; chocolate; chocolate; chocolate; chocolate; chocolate; yes; chocolate,Dogru
146973,146973002,What are the spoon and the fork made of?,plastic,plastic; plastic; plastic; plastic; plastic; plastic; plastic; plastic; plastic; plastic,Dogru
409119,409119000,Can people be seen in the windows?,yes,no; no; no; yes; no; no; no; no; no; yes,Dogru
409119,409119001,How are people getting off the plane?,stairs,"5; stairway; stairs; using boarding bridge; door, stairs; stairs; gangway; off; 10; 3",Dogru
409119,409119002,Are there workers in this shot?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
409119,409119003,Where is the plane?,airport,in front; tarmac; on tarmac; airport; airport; passenger; airport; airport; tarmac; grounded,Dogru
540193,540193000,What is the color of the man's shirt?,black,black; black; black; black; black; black; blue; black; blue; black,Dogru
540193,540193001,What sport is he playing?,tennis,tennis; tennis; tennis; tennis; tennis; tennis; racquetball; tennis; tennis; tennis,Dogru
540193,540193002,Is there an exit?,no,no; no; no; no; no; no; no; no; yes; no,Dogru
540193,540193003,What is he doing?,playing tennis,tennis; playing tennis; tennis; tennis; tennis; tennis; tennis; tennis; tennis; playing tennis,Dogru
540193,540193004,How many hands are on the racket?,2,2; 2; 1; 2; 2; 2; 2; 2; 2; 2,Dogru
540193,540193005,What does he have in his hand?,tennis racket,racquet; tennis racket; racket; tennis racket; tennis racket; tennis racket; racket; tennis racket; racket; racket,Dogru
146979,146979000,How many pieces of tomato are visible in these image?,5,4; 4; 4; 4; 4; 4; 4; 4; 4; 4,Yanlis
146979,146979001,Which food is an unusual topping for his hot dog?,tomato,tomato; tomato; tomatoes; tomato; tomatoes; tomato; tomato; tomatoes; tomato; tomato,Dogru
146979,146979002,Is these cheese?,yes,yes; yes; no; yes; yes; yes; yes; yes; yes; no,Dogru
146979,146979003,Is there meat on the sandwich?,yes,yes; yes; yes; yes; yes; yes; yes; yes; no; no,Dogru
146979,146979004,What kind of fruit is shown?,tomato,tomato; tomato; tomato; tomatoes; hot dog; tomato; tomato; tomatoes; tomatoes; tomato,Dogru
540196,540196000,What is the man eating?,banana,banana; banana; banana; banana; banana; banana; banana; banana; banana; banana,Dogru
540196,540196001,Is the man wearing sunglasses?,no,no; no; no; no; no; no; no; no; no; no,Dogru
540196,540196002,Is he wearing a vest?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
540196,540196003,Is the man eating the wrong end?,no,no; no; no; no; no; no; no; no; no; no,Dogru
540196,540196004,What does the shadow in the background appear to be doing?,holding banana,spreading; reflecting; holding banana; middle finger; standing; holding banana; holding banana; holding banana; eating; sticking up finger,Dogru
540196,540196005,What kind of pizza is the man feeding the kid?,none,banana; none; no pizza; none; plain; none; none; banana; can't say; no pizza,Dogru
540196,540196006,What does his tie say?,nothing,gucci; nothing; nothing; no tie; nothing; nothing; nothing; nothing; hello; nothing,Dogru
540196,540196007,Is the man standing smiling?,no,no; no; no; no; no; no; no; no; no; no,Dogru
540196,540196008,What color are his pants?,white,khaki; white; white; white; white; white; white; white; white; white,Dogru
409125,409125000,Does the window have blinds?,no,no; no; no; no; no; no; no; no; yes; no,Dogru
409125,409125001,What type of room is this?,bathroom,bathroom; bathroom; bathroom; bathroom; bathroom; bathroom; bathroom; bathroom; bathroom; bathroom,Dogru
409125,409125002,What is missing from the toilet?,lid,tank top; top cover; lid; lid; show curtain; tank cover; tank lid; curtain; tank lid; top,Dogru
483249,483249000,What are the cats sleeping on?,car,car; car; car; hood of car; car; car hood; car hood; car; car; automobile,Dogru
483249,483249001,Why are the cats on the hood of the car?,sleeping,2; warmth; sleeping; keeping warm; to sleep; sleeping; resting; sleeping; its warm; they are resting,Dogru
483249,483249002,Are they sleeping?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
146986,146986000,What color is the planes tail wing?,red and blue,"red, blue; blue and orange; red and gray; red blue; blue and red; blue red; blue and orange; red and blue; red and blue; blue",Dogru
146986,146986001,How many engines are on that plane?,2,2; 2; 2; 2; 2; 2; 2; 2; 2; 2,Dogru
146986,146986002,Where is the plane?,in air,in air; in air; sky; above airport; air; in air; airport; above airport runway; in air; sky,Dogru
146986,146986003,What phase of flight is the plane in?,landing,landing; landing; landing; landing; landing; landing; landing; landing; landing; landing,Dogru
146986,146986004,Is the plane in the air?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
15918,15918000,What does this overlook?,city,forest; mountain; mountains; forest; mountain; city; forest; forest; trees; city on hill,Dogru
15918,15918001,Is there a woman in the washroom?,yes,no; no; yes; no; no; no; yes; mp; yes; no,Dogru
15918,15918002,What room is this?,bathroom,bathroom; bathroom; hotel room; bathroom; bathroom; bathroom; bathroom; bathroom; bathroom; toilet,Dogru
540207,540207000,What number skier is this?,22,22; 22; 22; 22; 22; 22; 22; 22; 22; 22,Dogru
540207,540207001,Is the man wearing a knit cap?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
540207,540207002,Is the snow deep?,yes,yes; no; yes; no; no; no; no; no; yes; no,Dogru
540207,540207003,What is on the ground?,snow,snow; white; snow; snow; snow; snow; snow; snow; snow; snow,Dogru
540207,540207004,Is the skier wearing goggles?,yes,yes; yes; yes; sunglasses; yes; yes; yes; yes; yes; yes,Dogru
540207,540207005,Where is number 60?,on man ' s shirt,nowhere; 0; skiing; on man's shirt; not here; not here; 22; shoe; on pants; not pictured,Yanlis
540209,540209000,Is the picture in black and white?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
540209,540209001,What can you buy at this store?,food,food; food; food; food; food; food; food; pizza; kitchen; food,Dogru
540209,540209002,What job does this man have?,chef,cook; chef; cook; cook; chef; chef; cook; chef; cook; cook,Dogru
540209,540209003,What type of appliance is shown behind the man camera right?,stove,dishwasher; stove; stove; stewpot; blender; blender; blender; hood vent; oven; stove,Dogru
540209,540209004,What kind of store is this?,restaurant,restaurant; smoothie; restaurant; restaurant; restaurant; restaurant; restaurant; restaurant; kitchen; restaurant,Dogru
540209,540209005,Is the man wearing eyeglasses?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
409138,409138000,How many vehicles are there?,2,2; 3; 2; 3; 4; 3; 2; 2; 3; 2,Dogru
409138,409138001,Are there people on the bus?,yes,yes; yes; yes; yes; yes; yes; yes; no; yes; yes,Dogru
409138,409138002,Does the bus have a Stripe?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
24499,24499000,Which way is the arrow pointing?,down,down; down; down; down; down; down; down; down; down; down,Dogru
24499,24499001,How many minutes are depicted on the sign?,30,30; 30; 30; 30; 30; 30; 30; 30; 30; 30,Dogru
24499,24499002,Where is the green hand holding a coin?,on sign,sign; sign; on sign; yes; sign; left; yes; on sign; on sign; sign,Dogru
146997,146997000,What kind of flowers are these?,daisies,daisy; daisy's; daisy; daisies; daisies; daisies; daisys; carnations; red flowers; hibiscus,Dogru
146997,146997001,How many flowers are in the vase?,3,3; 3; 3; 3; 3; 3; 3; 3; 3; 3,Dogru
146997,146997002,What colors are the flowers?,white and orange,"red and white; orange, white and pink; orange and white; red white; red and white; white pink red; white, orange and pink; red and white; red and white; red, orange, white",Yanlis
146999,146999000,How many towels do you see?,3,2; 4; 2; 4; 2; 5; 2; 3; 2; 2,Dogru
146999,146999001,Is there a window?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
146999,146999002,How many bathtubs are in this room?,1,1; 1; 1; 1; 1; 1; 1; 1; 1; 1,Dogru
147000,147000000,Who is flying the kite?,boy,boy; boy; boy; boy; kid; boy; boy; boy; boy; boy,Dogru
147000,147000001,Is this kid flying a kite?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
147000,147000002,Are there clouds on the sky?,no,no; no; no; no; no; no; no; no; no; no,Dogru
409156,409156000,What is the women squeezed into?,suitcase,suitcase; suitcase; suitcase; suitcase; suitcase; suitcase; suitcase; suitcase; suitcase; suitcase,Dogru
409156,409156001,Is the woman flexible?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
409156,409156002,Is the woman getting out of a suitcase?,yes,no; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
15947,15947000,How many lights are on the ceiling?,3,3; 4; 4; 4; 4; 4; 4; 4; 3; 3,Dogru
15947,15947001,Is this considered a modern kitchen?,yes,yes; yes; no; yes; yes; yes; no; yes; yes; no,Dogru
15947,15947002,Is this home messy?,no,no; no; no; no; no; no; no; no; no; no,Dogru
15947,15947003,Is the furniture modern?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; no,Dogru
15947,15947004,Did the large beam in the center of the picture used to be part of a tree?,yes,yes; yes; yes; yes; yes; yes; yes; no; yes; yes,Dogru
278095,278095000,Is the guy hurt?,no,no; no; no; no; no; no; no; no; no; no,Dogru
278095,278095001,What is on his hands?,gloves,gloves; gloves; gloves; gloves; gloves; gloves; gloves; gloves; gloves; gloves,Dogru
278095,278095002,Does he fall?,yes,yes; yes; no; yes; yes; yes; yes; yes; no; yes,Dogru
278095,278095003,What are they playing in the street?,skateboarding,skateboard; skateboarding; skateboard; skateboarding; skateboarding; skateboarding; skateboarding; skateboarding; skateboarding; skateboarding,Dogru
278095,278095004,Is this kid a talented skater?,yes,yes; yes; yes; no; yes; yes; yes; no; yes; yes,Dogru
278095,278095005,Are there four joints lacking the same protection as the skateboarder's hands?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
278095,278095006,What are those teal structures in the background?,porta potties,building; garbage can; skate; sign; road; public phone; railings; trucks; fence; skateboard,Yanlis
15953,15953000,Is this cupcake homemade?,yes,no; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
15953,15953001,How many cupcakes are there?,1,1; 1; 1; 1; 1; 1; 1; 1; 1; 1,Dogru
15953,15953002,Are there any apples on the table?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
15953,15953003,What spice is next to the cupcake?,cinnamon,cinnamon; cinnamon; cinnamon; cinnamon; cinnamon; cinnamon; cinnamon; cinnamon; cinnamon; cinnamon,Dogru
15954,15954000,What is in the background?,trees,"clouds; trees; people; people; fence, building; people; trees; building; giraffes; tree",Dogru
15954,15954001,Are these animals on the African plains?,no,no; no; no; no; no; no; no; no; no; yes,Dogru
15954,15954002,How many giraffes?,2,2; 2; 2; 2; 2; 2; 2; 2; 2; 2,Dogru
147027,147027000,Are any animals looking at the photographer?,yes,yes; 5; yes; yes; yes; yes; yes; yes; no; no,Dogru
147027,147027001,Are these animals in the wild?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
147027,147027002,Are these giraffes in the wild?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
147027,147027003,How many monkeys?,1,1; 1; 1; 1; 1; 1; 1; 1; 1; 1,Dogru
147027,147027004,How many giraffes in this photo?,5,4; 4; 4; 4; 4; 4; 4; 4; 4; 4,Yanlis
